Account_name,SenderCity,ReceiverCity,ServiceType,LeggingCost,Carrier_name
132.0,49.0,281.0,20,1133.0,stl linehaul
132.0,49.0,153.0,8,76.6,stl linehaul
132.0,49.0,49.0,5,35.5,cargo plus ltd
108.0,49.0,49.0,5,155.0,freightplus ltd
167.0,25.0,191.0,2,50.0,mainstream nz ltd
148.0,281.0,49.0,2,600.0,freightplus ltd
48.0,49.0,424.0,2,718.18,bascik transport
179.0,49.0,269.0,2,48.35,mainstream nz ltd
182.0,49.0,253.0,8,213.46,freightplus ltd
131.0,49.0,424.0,2,74.55,bascik transport
102.0,424.0,424.0,2,13.4,lk transport store rite logistics
132.0,49.0,49.0,5,19.56,cargo plus ltd
74.0,424.0,291.0,2,236.86,booth's transport (si) ltd
115.0,245.0,424.0,7,72.1,t&g transport
153.0,424.0,424.0,5,8.15,booth's transport (si) ltd
63.0,178.0,180.0,2,122.38,bascik transport
132.0,49.0,153.0,8,48.77,stl linehaul
93.0,49.0,50.0,8,26.66,mainstream nz ltd
93.0,49.0,221.0,8,33.6,stl linehaul
123.0,49.0,52.0,8,53.79,stl linehaul
132.0,49.0,49.0,5,18.9,cargo plus ltd
48.0,49.0,424.0,2,2834.0,bascik transport
170.0,424.0,191.0,2,117.05,mainstream nz ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
34.0,49.0,424.0,6,180.52,bascik transport
160.0,49.0,424.0,2,612.82,bascik transport
113.0,49.0,354.0,2,399.57,mainstream nz ltd
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,49.0,445.0,8,55.38,stl linehaul
132.0,49.0,50.0,16,990.0,freightplus ltd
116.0,424.0,245.0,2,200.79,booth's transport (si) ltd
132.0,49.0,453.0,8,48.57,stl linehaul
100.0,49.0,15.0,8,338.06,bascik transport
93.0,49.0,164.0,2,197.76,stl linehaul
182.0,424.0,49.0,2,179.9,bascik transport
132.0,49.0,49.0,5,25.43,cargo plus ltd
183.0,49.0,424.0,2,67.53,bascik transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,1.0,8,81.12,stl linehaul
74.0,424.0,281.0,8,3500.0,stl linehaul
132.0,49.0,153.0,8,258.23,stl linehaul
132.0,49.0,49.0,5,21.91,cargo plus ltd
183.0,49.0,281.0,2,35.0,freightplus ltd
147.0,49.0,453.0,8,33.6,stl linehaul
132.0,49.0,224.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,69.83,cargo plus ltd
118.0,49.0,424.0,2,60.68,bascik transport
153.0,424.0,245.0,2,30.0,booth's transport (si) ltd
132.0,49.0,49.0,5,34.77,cargo plus ltd
102.0,424.0,126.0,2,62.91,booth's transport (si) ltd
132.0,49.0,221.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,48.12,cargo plus ltd
132.0,281.0,337.0,20,36.05,stl linehaul
132.0,49.0,49.0,8,34.77,cargo plus ltd
170.0,49.0,113.0,2,405.02,bascik transport
132.0,49.0,445.0,8,43.18,stl linehaul
132.0,49.0,49.0,5,18.9,cargo plus ltd
116.0,424.0,424.0,5,50.22,lk transport store rite logistics
115.0,424.0,245.0,7,140.0,t&g transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,31.3,cargo plus ltd
183.0,49.0,424.0,2,60.68,bascik transport
106.0,49.0,281.0,2,205.92,freightplus ltd
162.0,49.0,221.0,8,52.97,stl linehaul
132.0,191.0,377.0,20,30.9,stl linehaul
132.0,49.0,453.0,8,48.57,stl linehaul
132.0,49.0,281.0,20,1133.0,stl linehaul
115.0,245.0,424.0,7,72.1,t&g transport
103.0,80.0,424.0,6,1.0,booth's transport (si) ltd
132.0,153.0,49.0,8,84.64,stl linehaul
132.0,49.0,220.0,8,48.57,stl linehaul
6.0,49.0,424.0,8,94.55,stl linehaul
170.0,49.0,113.0,8,207.82,stl linehaul
162.0,49.0,191.0,8,33.6,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
179.0,49.0,230.0,2,152.55,mainstream nz ltd
132.0,191.0,187.0,20,20.6,stl linehaul
93.0,49.0,453.0,8,138.75,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
187.0,49.0,191.0,8,84.29,stl linehaul
104.0,49.0,50.0,9,90.06,halls refrigeration
132.0,49.0,49.0,5,18.9,cargo plus ltd
69.0,49.0,187.0,13,14.4,pass the parcel
132.0,49.0,50.0,16,990.0,freightplus ltd
113.0,49.0,431.0,8,59.48,stl linehaul
134.0,49.0,80.0,8,80.33,bascik transport
104.0,49.0,49.0,5,44.02,cargo plus ltd
162.0,49.0,88.0,8,46.12,stl linehaul
132.0,281.0,337.0,20,36.05,stl linehaul
182.0,424.0,424.0,5,23.81,lk transport store rite logistics
167.0,25.0,50.0,2,44.18,mainstream nz ltd
123.0,49.0,280.0,8,32.39,booth's transport (si) ltd
123.0,49.0,280.0,8,51.91,stl linehaul
187.0,49.0,469.0,8,42.69,stl linehaul
111.0,424.0,424.0,5,26.5,sub60
93.0,49.0,50.0,2,25.23,mainstream nz ltd
102.0,424.0,86.0,2,32.39,booth's transport (si) ltd
132.0,49.0,220.0,8,48.57,stl linehaul
132.0,49.0,281.0,20,1133.0,stl linehaul
102.0,424.0,86.0,2,47.23,booth's transport (si) ltd
93.0,49.0,191.0,2,37.59,transfreight
132.0,49.0,453.0,8,48.57,stl linehaul
67.0,49.0,221.0,8,150.35,stl linehaul
132.0,49.0,344.0,8,52.97,stl linehaul
162.0,49.0,186.0,8,46.5,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
114.0,25.0,381.0,2,1030.65,bascik transport
182.0,49.0,445.0,8,357.35,stl linehaul
132.0,49.0,218.0,8,48.57,stl linehaul
68.0,49.0,113.0,8,592.81,stl linehaul
183.0,49.0,424.0,2,63.37,bascik transport
155.0,49.0,49.0,5,16.3,cargo plus ltd
120.0,424.0,431.0,8,1159.0,stl linehaul
182.0,49.0,247.0,8,555.25,stl linehaul
93.0,49.0,167.0,6,164.64,bascik transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,344.0,8,52.97,stl linehaul
66.0,424.0,49.0,2,97.55,mainstream nz ltd
35.0,49.0,220.0,2,160.0,ian roebuck crane hire limited
35.0,49.0,220.0,2,108.0,mainstream nz ltd
132.0,49.0,153.0,8,115.49,stl linehaul
69.0,49.0,191.0,2,109.63,mainstream nz ltd
132.0,49.0,49.0,8,47.16,stl linehaul
29.0,49.0,191.0,2,37.1,transfreight
23.0,49.0,281.0,8,37.1,stl linehaul
136.0,424.0,49.0,2,20.6,pass the parcel
132.0,49.0,253.0,8,48.57,stl linehaul
132.0,49.0,445.0,8,43.18,stl linehaul
153.0,424.0,245.0,2,30.0,booth's transport (si) ltd
132.0,49.0,49.0,5,65.72,cargo plus ltd
132.0,49.0,49.0,5,45.36,cargo plus ltd
132.0,49.0,49.0,8,200.0,stl linehaul
102.0,424.0,434.0,2,50.0,booth's transport (si) ltd
136.0,424.0,49.0,2,69.57,bascik transport
132.0,49.0,49.0,5,19.95,cargo plus ltd
132.0,49.0,253.0,8,171.22,stl linehaul
132.0,49.0,220.0,8,48.57,stl linehaul
103.0,434.0,424.0,5,30.0,booth's transport (si) ltd
167.0,25.0,191.0,2,44.22,mainstream nz ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
104.0,49.0,453.0,9,143.66,halls refrigeration
167.0,25.0,257.0,2,437.9,mainstream nz ltd
16.0,49.0,424.0,1,276.85,qantas couriers
132.0,191.0,187.0,20,76.63,stl linehaul
104.0,49.0,49.0,2,63.0,cargo plus ltd
132.0,49.0,49.0,5,70.42,cargo plus ltd
132.0,49.0,344.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
96.0,49.0,49.0,5,47.25,cargo plus ltd
132.0,49.0,220.0,8,48.57,stl linehaul
132.0,191.0,164.0,20,27.81,stl linehaul
51.0,49.0,424.0,2,71.79,bascik transport
116.0,424.0,424.0,5,25.08,lk transport store rite logistics
168.0,49.0,424.0,2,227.64,bascik transport
104.0,49.0,445.0,7,131.59,halls refrigeration
115.0,424.0,245.0,7,144.2,t&g transport
132.0,49.0,49.0,5,69.55,cargo plus ltd
147.0,49.0,424.0,8,57.73,bascik transport
132.0,49.0,414.0,8,19.76,cargo plus ltd
132.0,49.0,414.0,8,48.57,stl linehaul
132.0,49.0,445.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
146.0,49.0,424.0,2,51.91,stl linehaul
27.0,49.0,424.0,6,487.0,bascik transport
170.0,424.0,364.0,2,74.01,bascik transport
132.0,49.0,220.0,8,48.57,stl linehaul
113.0,49.0,301.0,8,161.03,stl linehaul
132.0,49.0,49.0,5,181.44,cargo plus ltd
187.0,49.0,424.0,8,335.57,stl linehaul
132.0,49.0,484.0,2,26.0,cargo plus ltd
132.0,49.0,484.0,2,155.0,sealink logistics
139.0,49.0,49.0,3,168.75,angel transport
132.0,49.0,49.0,5,52.54,cargo plus ltd
102.0,424.0,434.0,2,30.0,booth's transport (si) ltd
132.0,49.0,281.0,20,1133.0,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,191.0,164.0,20,27.81,stl linehaul
132.0,49.0,220.0,8,48.57,booths transport ltd
71.0,49.0,424.0,2,115.58,bascik transport
132.0,49.0,49.0,5,34.77,cargo plus ltd
173.0,49.0,80.0,2,68.09,bascik transport
132.0,49.0,453.0,8,153.17,stl linehaul
167.0,25.0,115.0,2,244.13,mainstream nz ltd
115.0,245.0,424.0,7,144.2,t&g transport
132.0,49.0,191.0,8,47.16,stl linehaul
146.0,49.0,33.0,8,161.96,stl linehaul
146.0,49.0,33.0,8,72.63,booth's transport (si) ltd
182.0,49.0,25.0,3,300.0,angel transport
16.0,49.0,424.0,9,208.5,halls refrigeration
112.0,49.0,225.0,2,131.46,bascik transport
132.0,49.0,253.0,8,47.16,stl linehaul
17.0,49.0,424.0,2,361.34,bascik transport
132.0,49.0,153.0,8,72.43,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
93.0,49.0,310.0,8,46.5,stl linehaul
187.0,49.0,253.0,8,75.88,stl linehaul
153.0,424.0,225.0,2,66.74,booth's transport (si) ltd
132.0,49.0,281.0,8,823.42,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,221.0,8,48.57,stl linehaul
162.0,49.0,301.0,8,44.44,stl linehaul
153.0,424.0,422.0,5,26.37,booth's transport (si) ltd
115.0,245.0,424.0,7,72.1,t&g transport
132.0,49.0,344.0,8,48.57,stl linehaul
102.0,424.0,468.0,2,51.37,booth's transport (si) ltd
132.0,49.0,164.0,20,27.81,stl linehaul
132.0,49.0,431.0,8,48.57,stl linehaul
187.0,49.0,424.0,8,51.91,stl linehaul
153.0,424.0,24.0,2,48.4,booth's transport (si) ltd
93.0,424.0,49.0,2,201.88,bascik transport
170.0,424.0,280.0,2,36.08,booth's transport (si) ltd
71.0,424.0,454.0,2,63.85,bascik transport
132.0,49.0,49.0,5,34.77,cargo plus ltd
182.0,49.0,424.0,2,249.63,bascik transport
132.0,49.0,431.0,8,70.94,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
153.0,424.0,49.0,2,211.87,bascik transport
132.0,49.0,453.0,8,47.16,stl linehaul
78.0,49.0,414.0,8,74.2,stl linehaul
132.0,49.0,469.0,8,56.4,stl linehaul
132.0,49.0,453.0,8,48.57,stl linehaul
93.0,49.0,453.0,8,127.25,stl linehaul
167.0,25.0,88.0,2,89.4,mainstream nz ltd
87.0,424.0,424.0,5,13.9,lk transport store rite logistics
162.0,49.0,491.0,8,34.61,stl linehaul
148.0,49.0,281.0,2,49.0,freightplus ltd
132.0,49.0,253.0,8,141.48,stl linehaul
132.0,49.0,344.0,8,65.47,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
65.0,245.0,424.0,2,33.65,booth's transport (si) ltd
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,49.0,445.0,8,41.92,stl linehaul
106.0,49.0,281.0,8,56.16,freightplus ltd
187.0,49.0,424.0,8,323.52,stl linehaul
153.0,424.0,113.0,2,30.0,booth's transport (si) ltd
132.0,49.0,453.0,8,74.13,stl linehaul
6.0,49.0,107.0,8,426.42,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
115.0,245.0,424.0,7,140.0,t&g transport
132.0,49.0,49.0,8,34.77,cargo plus ltd
146.0,49.0,119.0,8,74.24,stl linehaul
132.0,49.0,431.0,8,51.15,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
6.0,49.0,431.0,8,57.75,stl linehaul
132.0,49.0,220.0,8,48.57,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,60.48,cargo plus ltd
106.0,49.0,220.0,8,85.38,stl linehaul
132.0,49.0,49.0,5,24.25,cargo plus ltd
113.0,49.0,453.0,8,55.84,metro urgent
104.0,49.0,431.0,9,138.0,halls refrigeration
183.0,49.0,424.0,2,58.46,bascik transport
162.0,49.0,253.0,8,54.5,stl linehaul
104.0,49.0,225.0,7,280.52,halls refrigeration
